,Prime Number Range,Prime number generation,Euler Key Generation Time,Euler Encryption Time,Euler Decryption Time,Euler CRT Decryption Time,Carmichael Key Generation Time,Carmichael Encryption Time,Carmichael Decryption Time,Carmichael CRT Decryption Time
0,4-5,2.47955322265625e-05,1.277923583984375e-05,8.106231689453125e-07,3.814697265625e-07,6.198883056640625e-07,6.818771362304688e-06,1.9073486328125e-07,1.9073486328125e-07,1.9073486328125e-07
